14789618519000,-0.11130277,-0.86338997,-0.49210727,0.0,0.08741738,0.4847586,-0.8702686,0.0,0.98993427
14789618519000,-0.111491404,-0.8644354,-0.49022552,0.0,0.08717665,0.4828917,-0.8713298,0.0,0.98993427
14789634388000,-0.18168499,-0.8635507,-0.47039425,0.0,0.11709118,0.4559543,-0.8822671,0.0,0.9763607
14789634388000,-0.18168977,-0.8635694,-0.4703582,0.0,0.11708375,0.45591903,-0.8822864,0.0,0.9763607
14789649677000,-0.23532084,-0.85956144,-0.45362806,0.0,0.13888533,0.43220556,-0.89101595,0.0,0.9619433
14789649677000,-0.2369584,-0.8646484,-0.4429829,0.0,0.13607255,0.42193657,-0.89635587,0.0,0.9619433
14789661823000,-0.2866323,-0.85808593,-0.42606398,0.0,0.14924005,0.39930323,-0.90459067,0.0,0.9463452
14789661823000,-0.28791994,-0.8615276,-0.41817725,0.0,0.1467405,0.39182213,-0.90826344,0.0,0.9463452
14789674946000,-0.32769683,-0.85408974,-0.40391302,0.0,0.16438712,0.3694541,-0.9145932,0.0,0.93037176
14789674946000,-0.3314141,-0.86241263,-0.38263455,0.0,0.15675783,0.34958535,-0.9236975,0.0,0.93037176
14789690357000,-0.3561677,-0.85672355,-0.37305388,0.0,0.17280683,0.33195773,-0.9273304,0.0,0.918304
14789690357000,-0.3575836,-0.8594376,-0.36537775,0.0,0.16985759,0.32486647,-0.93038166,0.0,0.918304
14789703541000,-0.34971815,-0.8613485,-0.3684779,0.0,0.1815743,0.3235389,-0.9286299,0.0,0.91909087
14789703541000,-0.35211807,-0.86560345,-0.35601085,0.0,0.17687543,0.31197673,-0.9334805,0.0,0.91909087
14789716755000,-0.32460395,-0.8718983,-0.36664125,0.0,0.17989495,0.32364517,-0.92891973,0.0,0.92858505
14789716755000,-0.32584518,-0.87412447,-0.3601825,0.0,0.17763674,0.31758338,-0.93144304,0.0,0.92858505
14789732899000,-0.27699858,-0.8834477,-0.37787822,0.0,0.16535865,0.34357095,-0.92445415,0.0,0.9465349
14789732899000,-0.27462268,-0.8784801,-0.3909668,0.0,0.1692752,0.35608074,-0.91899526,0.0,0.9465349
14789745258000,-0.22682287,-0.8848634,-0.40690094,0.0,0.14452058,0.38258532,-0.91254723,0.0,0.9631538
14789745258000,-0.22824818,-0.8886225,-0.39781007,0.0,0.14225881,0.37377086,-0.9165467,0.0,0.9631538
14789760914000,-0.15296078,-0.8940841,-0.42097086,0.0,0.117336944,0.4065389,-0.9060673,0.0,0.9812416
14789760914000,-0.15147819,-0.8889188,-0.43229374,0.0,0.11924483,0.41771275,-0.90072024,0.0,0.9812416
14789774860000,-0.01858331,-0.88417387,-0.46678823,0.0,0.08817449,0.46360052,-0.8816461,0.0,0.9959317
14789774860000,-0.018847061,-0.88555706,-0.46414807,0.0,0.088118486,0.4609528,-0.8830388,0.0,0.9959317
14789788715000,0.1208317,-0.8625345,-0.49135917,0.0,0.041604687,0.49895132,-0.8656307,0.0,0.9918007
14789788715000,0.120974384,-0.8608098,-0.49433976,0.0,0.041187987,0.5019212,-0.86393213,0.0,0.9918007
14789802570000,0.25024018,-0.8222051,-0.51123244,0.0,-0.0315729,0.5208215,-0.8530815,0.0,0.96766883
